-0.99981,-0.99999,-0.030373,-0.026421,1,-0.029806,1,-0.098984,0.3255,0.84674,-0.91445,-1,0.78735,0.63927,1,1,0.44416,-0.99998,0.99999,0.73067,0.99836,1,-0.99931,-0.99971,-1,0.66165,0.73246,0.65123,1,0.99984,-0.99905,-0.99999,1,1,0.61769,1,-0.23769,0.92234,-1,-0.62862,0.030561,-0.010112,0.73827,-1,0.99976
1,-0.99998,-0.85202,0.25882,-0.99599,1,-0.068166,-1,-0.060857,0.97026,0.88804,1,0.21481,1,-0.99999,0.42317,-0.15729,1,0.97032,1,-0.99932,-0.96008,1,-0.84293,0.99048,-1,-1,0.72186,0.97775,-1,0.83734,0.60785,-1,0.93089,1,-1,-0.97048,-0.69119,1,-0.75589,0.96573,0.99997,0.68266,-0.99749,-1
-0.74934,1,0.7342,-0.71018,-0.61692,-1,-1,-1,0.86134,1,0.99958,-0.71439,-0.99973,-0.96482,0.99857,-1,-0.49245,-0.99996,0.34404,0.159,-0.13566,0.25956,1,1,-1,-0.61092,-0.99995,1,0.2101,0.40197,-0.88188,-0.034752,-0.16072,-1,0.98472,-0.78572,-1,-1,-1,-1,-1,0.75671,-1,0.99999,0.52687
0.54822,0.082733,-0.16287,-1,-1,0.44098,-0.6774,0.72859,1,-0.99998,-0.3669,1,-1,0.5558,-0.93818,0.96812,1,0.69542,1,-0.98387,-0.73793,-1,-0.69614,-1,0.99999,0.85268,-0.6184,0.014357,-0.5516,0.55431,1,-1,-0.68444,0.68547,0.039265,-0.043779,-1,0.54474,-0.59862,-1,0.99987,-1,-0.030191,0.56453,-0.43678
0.65455,-1,1,0.99983,-0.37424,0.57988,0.72715,0.77613,-1,-0.023098,0.10529,-0.55789,0.94186,-0.9999,0.71779,-1,0.99974,0.95618,-0.66329,1,0.8022,0.72508,0.66387,-1,0.61241,1,1,0.94943,-1,-0.79952,1,0.9802,0.79473,1,-0.99995,-0.98723,0.99967,-0.60561,-0.99999,0.51393,-0.91374,1,-0.92107,-0.45922,1
0.75299,1,-1,-0.99605,0.52132,1,0.66276,-0.99992,1,-0.99999,-0.99999,-0.63908,-0.23298,-0.22762,0.052701,-1,-1,0.85632,0.5941,-1,1,0.99987,-0.64947,1,1,-0.70092,0.8026,-1,-1,0.49753,0.72098,-0.71879,1,-0.99998,-0.40093,1,1,-1,0.97481,1,-1,-0.41151,-0.99999,0.52634,-1
0.99959,0.7963,1,1,-1,-0.99397,1,0.99999,0.72079,1,-0.78647,0.55333,-0.71629,-1,-0.99927,-0.50901,0.32825,-0.037287,-1,0.82817,-0.91479,1,0.99981,0.18387,-0.37025,-0.95221,-0.17692,-1,0.42219,1,0.089232,0.99996,-0.33696,-0.50168,0.99976,0.83321,0.79315,0.6121,1,-0.63238,-0.98017,-0.99999,-0.99925,-1,-0.4624
-1,-0.34918,1,-1,0.99997,-1,-0.86485,-0.68289,-1,-0.81291,1,0.67617,1,-0.57056,-1,1,-0.99987,0.6417,-1,-1,0.16782,-0.92473,-1,1,-0.99997,1,-0.99999,-1,1,-0.45189,-0.76933,0.82484,1,0.59953,-0.99997,0.92429,1,1,-0.50376,0.62745,1,-0.65171,0.80801,0.91985,1
-1,0.7547,-0.99991,0.99999,1,1,1,-1,-0.95696,-1,0.85675,-0.99999,-0.93326,0.99999,0.86977,0.4216,-1,-0.9436,-0.52271,-0.92707,-1,0.019645,-0.68334,-0.00090281,0.32874,0.32815,-1,-0.86142,-0.64611,-1,-1,1,-0.91904,-0.32907,-0.37798,-1,-0.99906,1,1,1,0.17468,-1,0.92953,1,-0.99908
-0.32392,-0.99845,-1,0.9988,0.63569,-1,-1,1,-0.56428,-0.0088879,-0.99992,1,1,1,-0.037397,-0.57561,1,-0.99323,-1,-0.10909,1,-1,0.50261,0.88312,-0.86978,-0.99999,1,1,-0.99408,0.99999,-0.66099,-0.88649,-1,-1,-0.99999,-0.54639,0.072231,-0.79325,-0.047088,1,0.80783,0.94066,1,-0.15387,-0.19418
